
TimeEdit,Linköpings universitet
"Y3.a, CIV ING UTB TEKNISK FYSIK O ELEKTROTEKNIK",2018-07-30 - 2019-07-01,
Startdatum,Starttid,Slutdatum,Sluttid,Kurs,Lokal,Undervisningstyp,Lärare,Studentgrupp,Fria grupper,Information till student,Studentförening,URL 
2019-05-13,17:15,2019-05-13,21:00,TFYA74,E336,Laboration,Peter Andersson,"FyN2,Y3,Yi3",,La2D,,
2019-05-13,17:15,2019-05-13,21:00,TFYA74,EGYP,Laboration,Rickard Armiento,"FyN2,Y3,Yi3",,La3C,,
2019-05-14,10:15,2019-05-14,12:00,TEAE01,"BIFROST,VALHALL",Laboration,,"DPU2,EMM1,FyN3,KA2,KEM2,PRO1,Y3,Yi3",,"Extralabb Ladda upp opposition i Lisam senast kl. 16:00  Erik Wikström, Henrik Johansson",,
2019-05-14,13:15,2019-05-14,15:00,TSKS10,A1,Föreläsning,Mikael Olofsson,"D3,I3,Ii3,MAT3,Y3,Yi3",,,,
2019-05-14,15:00,2019-05-14,19:00,,,Studentförening,,"MED1,MED2,MED3,Y1,Y2,Y3,Yi1,Yi2,Yi3",,,"Y-sektionen, Teknisk Fysik och Elektroteknik",
2019-05-14,15:15,2019-05-14,19:00,TFYA74,E336,Laboration,Peter Andersson,"FyN2,Y3,Yi3",,La2F,,
2019-05-15,10:15,2019-05-15,12:00,TFYA74,E236,Föreläsning,Rickard Armiento,"FyN2,Y3,Yi3",,Fö8,,
2019-05-15,13:15,2019-05-15,17:00,TEAE01,P22,Handledning,,"Y3,Yi3",,Handledning 2 Oscar Lindskogen,,
2019-05-16,08:15,2019-05-16,10:00,TSKS10,C4,Föreläsning,Mikael Olofsson,"D3,I3,Ii3,MAT3,Y3,Yi3",,,,
2019-05-16,13:15,2019-05-16,17:00,TFYA74,E336,Laboration,Peter Andersson,"FyN2,Y3,Yi3",,La2E,,
2019-05-16,13:15,2019-05-16,17:00,TFYA74,"GLAN,ROXEN",Laboration,Davide Gambino,"FyN2,Y3,Yi3",,La4A,,
2019-05-17,08:15,2019-05-17,10:00,TEAE01,C4,Föreläsning,,"DPU2,EMM1,FyN3,KA2,KEM2,PRO1,Y3,Yi3",,,,
2019-05-17,10:15,2019-05-17,12:00,TFYA74,E324,Lektion,Johan Jönsson,"FyN2,Y3,Yi3",,Le7,,
2019-05-20,08:15,2019-05-20,10:00,TEAE01,R23,Lektion,,"Y3,Yi3",,Tentamensgenomgång Oscar Lindskogen,,
2019-05-20,17:15,2019-05-20,21:00,TFYA74,E336,Laboration,Peter Andersson,"FyN2,Y3,Yi3",,La2G,,
2019-05-21,12:00,2019-05-21,13:00,TEAE01,,,,"DPU2,EMM1,FyN3,KA2,KB3,KEM2,PRO1,Y3",,,,
2019-05-21,13:15,2019-05-21,15:00,TSKS10,C2,Föreläsning,Mikael Olofsson,"D3,I3,Ii3,MAT3,Y3,Yi3",,,,
2019-05-21,15:15,2019-05-21,17:00,TSKS10,T2,Lektion,Olle Abrahamsson,"Y3.a,Y3.b",,,,
2019-05-21,17:15,2019-05-21,21:00,TFYA74,EGYP,Laboration,Davide Gambino,"FyN2,Y3,Yi3",,La4b,,
2019-05-22,10:15,2019-05-22,12:00,TFYA74,E324,Föreläsning,Rickard Armiento,"FyN2,Y3,Yi3",,Fö9,,
2019-05-22,13:15,2019-05-22,15:00,TEAE01,S23,Seminarium,,"Y3,Yi3",,Slutseminarium projektarbete Oscar Lindskogen,,
2019-05-23,08:15,2019-05-23,10:00,TSKS10,P42,Lektion,Olle Abrahamsson,"Y3.a,Y3.b",,,,
2019-05-23,13:15,2019-05-23,15:00,TFYA74,E236,Lektion,Johan Jönsson,"FyN2,Y3,Yi3",,Le8,,
2019-05-23,15:15,2019-05-23,19:00,TFYA74,EGYP,Laboration,Davide Gambino,"FyN2,Y3,Yi3",,La4C,,
2019-05-24,08:15,2019-05-24,10:00,TEAE01,C1,Föreläsning,,"DPU2,EMM1,FyN3,KA2,KEM2,PRO1,Y3,Yi3",,Ta bort alt gästföreläsning,,
2019-05-24,13:15,2019-05-24,15:00,THEN18,R19,Lektion,Mikael Svensson,"D2,DPU1,EMM1,IT2,KB2,M1,MAT2,U2,Y3",,,,
2019-06-03,08:15,2019-06-03,16:15,TSEA56,,Redovisning,"Anders Nilsson,Birgitte Saxtrup Hermansson,Kent Palmkvist,Mattias Krysander,Sabina Ivenäs Dyverfeldt","I3,Ii3,Y3,Yi3",,,,
2019-06-04,08:15,2019-06-04,11:30,TSEA56,,Redovisning,"Anders Nilsson,Birgitte Saxtrup Hermansson,Kent Palmkvist,Mattias Krysander,Sabina Ivenäs Dyverfeldt","I3,Ii3,Y3,Yi3",,,,
2019-06-04,13:15,2019-06-04,18:00,TSEA56,,,"Anders Nilsson,Kent Palmkvist,Mattias Krysander","I3,Ii3,Y3,Yi3",,Tävlingar,,
