
TimeEdit,Linköpings universitet
"Y3.a, CIV ING UTB TEKNISK FYSIK O ELEKTROTEKNIK",2018-07-30 - 2019-07-01,
Startdatum,Starttid,Slutdatum,Sluttid,Kurs,Lokal,Undervisningstyp,Lärare,Studentgrupp,Fria grupper,Information till student,Studentförening,URL 
2018-10-19,10:15,2018-10-19,12:00,TAMS24,"GLAN,ROXEN",Laboration,Denise Uwamariya,Y3.a,,,,
2018-10-19,15:15,2018-10-19,17:00,TAMS24,C2,Föreläsning,Johan Thim,"MED3,Y3,Yi3",,,,
2018-11-05,08:15,2018-11-05,10:00,TDDC76,A1,Föreläsning,Klas Arvidsson,"FyN3,MAT3,MED3,Y3,Yi3",,"Stoff inför projekt (oo-exempel: krav, analys, design)",,
2018-11-05,10:15,2018-11-05,12:00,"TSDT18,TSDT84",A2,Föreläsning,Lasse Alfredsson,"D3,I3,Ii3,MAT3,MED3,Y3,Yi3",,,,
2018-11-05,12:15,2018-11-05,13:00,,U1,Information,"Anders Ekinge,Karin Björsten,Karin Karltorp,Kia (christina) Ölvander,Lennart Hågeryd,Tea Nygren,Torun Berlind,Åsa Olsson","BIO2,D2,D3,DI2,EL2,FyN2,IP2,IT2,IT3,KA1,KA2,KB1,KB2ci,KB2nv,KB3ci,KEM1,KEM2,MAT2,MED2,MED3,MI2,TB1,TB2,TB3,U2,U3,Y2,Y3,Yi2,Yi3",,Inför intresseanmälan utbytesstudier: Passa på och ställ frågor till din utbildningsledare och/eller LiTH International!,,
2018-11-06,08:15,2018-11-06,10:00,TFYA12,Planck,Föreläsning,Peter Münger,"FyN2,Y3,Yi3",,,,
2018-11-06,13:15,2018-11-06,15:00,"TSDT18,TSDT84",A2,Föreläsning,Lasse Alfredsson,"D3,I3,Ii3,MAT3,MED3,Y3,Yi3",,,,
2018-11-06,15:00,2018-11-06,19:00,,,Studentförening,,"MED1,MED2,MED3,Y1,Y2,Y3,Yi1,Yi2,Yi3",,Y-pub i Gasquen,"Y-sektionen, Teknisk Fysik och Elektroteknik",
2018-11-06,15:15,2018-11-06,17:00,TDDC76,A2,Föreläsning,Klas Arvidsson,"FyN3,MAT3,MED3,Y3,Yi3",,"Stoff inför projekt (Git, Make, SFML, Tillståndsmaskin, Resurshanterare, Kollisionshantering",,
2018-11-07,10:15,2018-11-07,12:00,TFYA12,C3,Föreläsning,Peter Münger,"FyN2,Y3,Yi3",,,,
2018-11-07,13:15,2018-11-07,17:00,TDDC76,P36,Seminarium,Lukas Pohlman,"FyN3,MAT3,MED3,Y3,Yi3",Grupp B,Objektorienterad analys inför projekt,,
2018-11-07,13:15,2018-11-07,17:00,TDDC76,R42,Seminarium,William Stenberg,"FyN3,MAT3,MED3,Y3,Yi3",Grupp D,Objektorienterad analys inför projekt,,
2018-11-07,13:15,2018-11-07,17:00,TDDC76,U11,Seminarium,Frida Flodin,"FyN3,MAT3,MED3,Y3,Yi3",Grupp A,Objektorienterad analys inför projekt,,
2018-11-07,13:15,2018-11-07,17:00,TDDC76,U7,Seminarium,Oskar Holmström,"FyN3,MAT3,MED3,Y3,Yi3",Grupp C,Objektorienterad analys inför projekt,,
2018-11-08,08:15,2018-11-08,10:00,"TSDT18,TSDT84",C4,Föreläsning,Lasse Alfredsson,"D3,I3,Ii3,MAT3,MED3,Y3,Yi3",,,,
2018-11-08,13:15,2018-11-08,15:00,TFYA12,C3,Föreläsning,Peter Münger,"FyN2,Y3,Yi3",,,,
2018-11-09,08:15,2018-11-09,10:00,TDDC76,"SU15/16,SU17/18",Projekt,,"FyN3,MAT3,MED3,Y3,Yi3",,,,
2018-11-09,10:15,2018-11-09,12:00,TFYA12,C3,Föreläsning,Peter Münger,"FyN2,Y3,Yi3",,,,
2018-11-09,12:15,2018-11-09,13:00,,C2,Information,Åsa Olsson,"BIO2,D2,D3,DI2,EL2,FyN2,IP2,IT2,IT3,KA1,KA2,KB1,KB2ci,KB2nv,KB3ci,KEM1,KEM2,MAT2,MED2,MED3,MI2,TB1,TB2,TB3,U2,U3,Y2,Y3,Yi2,Yi3",,Inför intresseanmälan utbytesstudier: Genomgång av sökportal och öppen frågestund till LiTH International,,
2018-11-09,15:15,2018-11-09,17:00,TSDT18,S6,Lektion,Felix Järemo-Lawin,"Y3.a,Y3.c",,,,
2018-11-12,08:15,2018-11-12,10:00,TDDC76,"SU15/16,SU17/18",Projekt,,"FyN3,MAT3,MED3,Y3,Yi3",,,,
2018-11-12,10:15,2018-11-12,12:00,"TSDT18,TSDT84",C4,Föreläsning,Lasse Alfredsson,"D3,I3,Ii3,MAT3,MED3,Y3,Yi3",,,,
2018-11-13,08:15,2018-11-13,10:00,TFYA12,U6,Lektion,Erik Johansson,"FyN2,Y3.a",,,,
2018-11-13,13:15,2018-11-13,15:00,TSDT18,T27,Lektion,Felix Järemo-Lawin,"Y3.a,Y3.c",,,,
2018-11-14,10:15,2018-11-14,12:00,TFYA12,C3,Föreläsning,Peter Münger,"FyN2,Y3,Yi3",,,,
2018-11-14,13:15,2018-11-14,15:00,TDDC76,"SU15/16,SU17/18",Projekt,,"FyN3,MAT3,MED3,Y3,Yi3",,,,
2018-11-14,15:15,2018-11-14,17:00,TDDC76,"SU12,SU13,SU14,SU15/16,SU17/18",Laboration,"Frida Flodin,Lukas Pohlman,Oskar Holmström,William Stenberg","FyN3,MAT3,MED3,Y3,Yi3",,Tid att experimentera och fråga om den teknik ni avser använda i ert projekt.,,
2018-11-15,08:15,2018-11-15,10:00,"TSDT18,TSDT84",C4,Föreläsning,Lasse Alfredsson,"D3,I3,Ii3,MAT3,MED3,Y3,Yi3",,,,
2018-11-15,13:15,2018-11-15,15:00,TFYA12,E330*,Lektion,Erik Johansson,"FyN2,Y3.a",,,,
2018-11-16,10:15,2018-11-16,12:00,TFYA12,C4,Föreläsning,Peter Münger,"FyN2,Y3,Yi3",,,,
2018-11-19,10:15,2018-11-19,12:00,"TSDT18,TSDT84",C1,Föreläsning,Lasse Alfredsson,"D3,I3,Ii3,MAT3,MED3,Y3,Yi3",,,,
2018-11-20,08:15,2018-11-20,10:00,TFYA12,P44,Lektion,Erik Johansson,"FyN2,Y3.a",,,,
2018-11-20,15:00,2018-11-20,19:00,,,Studentförening,,"MED1,MED2,MED3,Y1,Y2,Y3,Yi1,Yi2,Yi3",,Y-pub i Gasquen,"Y-sektionen, Teknisk Fysik och Elektroteknik",
2018-11-20,15:15,2018-11-20,17:00,TSDT18,S6,Lektion,Felix Järemo-Lawin,"Y3.a,Y3.c",,,,
2018-11-20,17:15,2018-11-20,19:00,"TSDT18,TSDT84",SOUT,Laboration,,"D3,I3,Ii3,MAT3,MED3,Y3,Yi3",,,,
2018-11-21,08:15,2018-11-21,10:00,"TSDT18,TSDT84",ASGA,Laboration,,"D3,I3,Ii3,MAT3,MED3,Y3,Yi3",,,,
2018-11-21,10:15,2018-11-21,12:00,TFYA12,VAL,Föreläsning,Peter Münger,"FyN2,Y3,Yi3",,,,
2018-11-21,13:15,2018-11-21,15:00,TDDC76,"SU15/16,SU17/18",Projekt,,"FyN3,MAT3,MED3,Y3,Yi3",,,,
2018-11-21,15:15,2018-11-21,17:00,TDDC76,"SU15/16,SU17/18",Projekt,,"FyN3,MAT3,MED3,Y3,Yi3",,,,
2018-11-21,17:15,2018-11-21,19:00,"TSDT18,TSDT84",ASGA,Laboration,,"D3,I3,Ii3,MAT3,MED3,Y3,Yi3",,,,
2018-11-22,08:15,2018-11-22,10:00,"TSDT18,TSDT84",A1,Föreläsning,Lasse Alfredsson,"D3,I3,Ii3,MAT3,MED3,Y3,Yi3",,,,
2018-11-22,13:15,2018-11-22,15:00,TFYA12,C2,Föreläsning,Peter Münger,"FyN2,Y3,Yi3",,,,
2018-11-22,17:15,2018-11-22,19:00,"TSDT18,TSDT84",EGYP,Laboration,,"D3,I3,Ii3,MAT3,MED3,Y3,Yi3",,,,
2018-11-23,08:15,2018-11-23,10:00,"TSDT18,TSDT84",SOUT,Laboration,,"D3,I3,Ii3,MAT3,MED3,Y3,Yi3",,,,
2018-11-23,10:15,2018-11-23,12:00,TFYA12,R42,Lektion,Erik Johansson,"FyN2,Y3.a",,,,
2018-11-26,10:15,2018-11-26,12:00,TSDT18,S6,Lektion,Felix Järemo-Lawin,"Y3.a,Y3.c",,,,
2018-11-26,15:15,2018-11-26,17:00,"TSDT18,TSDT84",ASGA,Laboration,,"D3,I3,Ii3,MAT3,MED3,Y3,Yi3",,,,
2018-11-27,08:15,2018-11-27,10:00,TFYA12,C4,Föreläsning,Peter Münger,"FyN2,Y3,Yi3",,,,
2018-11-27,10:15,2018-11-27,12:00,TDDC76,"SU15/16,SU17/18",Projekt,,"FyN3,MAT3,MED3,Y3,Yi3",,,,
2018-11-27,13:15,2018-11-27,15:00,"TSDT18,TSDT84",A1,Föreläsning,Lasse Alfredsson,"D3,I3,Ii3,MAT3,MED3,Y3,Yi3",,,,
2018-11-27,17:15,2018-11-27,19:00,"TSDT18,TSDT84",ASGA,Laboration,,"D3,I3,Ii3,MAT3,MED3,Y3,Yi3",,,,
2018-11-28,08:15,2018-11-28,10:00,"TSDT18,TSDT84",EGYP,Laboration,,"D3,I3,Ii3,MAT3,MED3,Y3,Yi3",,,,
2018-11-28,15:15,2018-11-28,17:00,"TSDT18,TSDT84",SOUT,Laboration,,"D3,I3,Ii3,MAT3,MED3,Y3,Yi3",,,,
2018-11-28,17:15,2018-11-28,19:00,TDDC76,"SU15/16,SU17/18",Projekt,,"FyN3,MAT3,MED3,Y3,Yi3",,,,
2018-11-29,08:15,2018-11-29,10:00,"TSDT18,TSDT84",C2,Storseminarium,Lasse Alfredsson,"D3,I3,Ii3,MAT3,MED3,Y3,Yi3",,"Seminarium där föreläsaren svarar på inskickade frågor om teorimoment, räkneuppgifter m.m.",,
2018-11-29,10:15,2018-11-29,12:00,TFYA12,A2,Föreläsning,Peter Münger,"FyN2,Y3,Yi3",,,,
2018-11-29,13:15,2018-11-29,15:00,TFYA12,E330*,Lektion,Erik Johansson,"FyN2,Y3.a",,,,
2018-11-29,17:15,2018-11-29,19:00,"TSDT18,TSDT84",ASGA,Laboration,,"D3,I3,Ii3,MAT3,MED3,Y3,Yi3",,,,
2018-11-30,08:15,2018-11-30,10:00,"TSDT18,TSDT84",EGYP,Laboration,,"D3,I3,Ii3,MAT3,MED3,Y3,Yi3",,,,
2018-11-30,10:15,2018-11-30,12:00,TFYA12,C4,Föreläsning,Peter Münger,"FyN2,Y3,Yi3",,,,
2018-11-30,13:15,2018-11-30,15:00,"TSDT18,TSDT84",EGYP,Laboration,,"D3,I3,Ii3,MAT3,MED3,Y3,Yi3",,,,
2018-11-30,15:15,2018-11-30,17:00,TSDT18,S35,Lektion,Felix Järemo-Lawin,"Y3.a,Y3.c",,,,
2018-12-03,15:15,2018-12-03,17:00,"TSDT18,TSDT84",C1,Föreläsning,Lasse Alfredsson,"D3,I3,Ii3,MAT3,MED3,Y3,Yi3",,,,
2018-12-04,08:15,2018-12-04,10:00,TFYA12,R43,Lektion,Erik Johansson,"FyN2,Y3.a",,,,
2018-12-04,10:15,2018-12-04,12:00,TDDC76,"SU15/16,SU17/18",Projekt,,"FyN3,MAT3,MED3,Y3,Yi3",,,,
2018-12-04,13:15,2018-12-04,15:00,"TSDT18,TSDT84",A2,Föreläsning,Lasse Alfredsson,"D3,I3,Ii3,MAT3,MED3,Y3,Yi3",,,,
2018-12-04,15:00,2018-12-04,19:00,,,Studentförening,,"MED1,MED2,MED3,Y1,Y2,Y3,Yi1,Yi2,Yi3",,Y-pub i Gasquen,"Y-sektionen, Teknisk Fysik och Elektroteknik",
2018-12-04,15:15,2018-12-04,17:00,"TSDT18,TSDT84",A2,Storseminarium,Lasse Alfredsson,"D3,I3,Ii3,MAT3,MED3,Y3,Yi3",,Gästföreläsning – tillämpningar från olika ämnesområden.,,
2018-12-05,08:15,2018-12-05,10:00,"TSDT18,TSDT84",EGYP,Laboration,,"D3,I3,Ii3,MAT3,MED3,Y3,Yi3",,,,
2018-12-05,10:15,2018-12-05,12:00,TFYA12,A1,Föreläsning,Peter Münger,"FyN2,Y3,Yi3",,,,
2018-12-05,13:15,2018-12-05,15:00,TDDC76,"SU15/16,SU17/18",Projekt,,"FyN3,MAT3,MED3,Y3,Yi3",,,,
2018-12-05,17:15,2018-12-05,19:00,"TSDT18,TSDT84",EGYP,Laboration,,"D3,I3,Ii3,MAT3,MED3,Y3,Yi3",,,,
2018-12-06,08:15,2018-12-06,10:00,TSDT18,S18,Lektion,Felix Järemo-Lawin,"Y3.a,Y3.c",,,,
2018-12-06,13:15,2018-12-06,15:00,TFYA12,C3,Föreläsning,Peter Münger,"FyN2,Y3,Yi3",,,,
2018-12-07,10:15,2018-12-07,12:00,TFYA12,C3,Föreläsning,Peter Münger,"FyN2,Y3,Yi3",,,,
2018-12-10,10:15,2018-12-10,12:00,"TSDT18,TSDT84",C1,Föreläsning,Lasse Alfredsson,"D3,I3,Ii3,MAT3,MED3,Y3,Yi3",,,,
2018-12-11,08:15,2018-12-11,10:00,TFYA12,R43,Lektion,Erik Johansson,"FyN2,Y3.a",,,,
2018-12-11,10:15,2018-12-11,12:00,"TSDT18,TSDT84",ASGA,Laboration,,"D3,I3,Ii3,MAT3,MED3,Y3,Yi3",,,,
2018-12-11,13:15,2018-12-11,15:00,TSDT18,S18,Lektion,Felix Järemo-Lawin,"Y3.a,Y3.c",,,,
2018-12-11,15:15,2018-12-11,17:00,"TSDT18,TSDT84",C1,Föreläsning,Lasse Alfredsson,"D3,I3,Ii3,MAT3,MED3,Y3,Yi3",,,,
2018-12-11,17:15,2018-12-11,19:00,"TSDT18,TSDT84",EGYP,Laboration,,"D3,I3,Ii3,MAT3,MED3,Y3,Yi3",,,,
2018-12-12,10:15,2018-12-12,12:00,TFYA12,C3,Föreläsning,Peter Münger,"FyN2,Y3,Yi3",,,,
2018-12-12,15:15,2018-12-12,17:00,TDDC76,"SU15/16,SU17/18",Projekt,,"FyN3,MAT3,MED3,Y3,Yi3",,,,
2018-12-12,17:15,2018-12-12,19:00,TDDC76,"SU15/16,SU17/18",Projekt,,"FyN3,MAT3,MED3,Y3,Yi3",,,,
2018-12-12,17:15,2018-12-12,19:00,"TSDT18,TSDT84",ASGA,Laboration,,"D3,I3,Ii3,MAT3,MED3,Y3,Yi3",,,,
2018-12-13,08:15,2018-12-13,10:00,"TSDT18,TSDT84",C1,Föreläsning,Lasse Alfredsson,"D3,I3,Ii3,MAT3,MED3,Y3,Yi3",,,,
2018-12-13,10:15,2018-12-13,12:00,"TSDT18,TSDT84",ASGA,Laboration,,"D3,I3,Ii3,MAT3,MED3,Y3,Yi3",,,,
2018-12-13,13:15,2018-12-13,15:00,TFYA12,P44,Lektion,Erik Johansson,"FyN2,Y3.a",,,,
2018-12-13,15:15,2018-12-13,17:00,TSDT18,S3,Lektion,Felix Järemo-Lawin,"Y3.a,Y3.c",,,,
2018-12-13,17:15,2018-12-13,19:00,"TSDT18,TSDT84",EGYP,Laboration,,"D3,I3,Ii3,MAT3,MED3,Y3,Yi3",,,,
2018-12-14,08:15,2018-12-14,10:00,"TSDT18,TSDT84",SOUT,Laboration,,"D3,I3,Ii3,MAT3,MED3,Y3,Yi3",,,,
2018-12-14,10:15,2018-12-14,12:00,TFYA12,U15,Lektion,Erik Johansson,"FyN2,Y3.a",,,,
2018-12-14,13:15,2018-12-14,15:00,"TSDT18,TSDT84",EGYP,Laboration,,"D3,I3,Ii3,MAT3,MED3,Y3,Yi3",,,,
2018-12-14,15:15,2018-12-14,17:00,"TSDT18,TSDT84",EGYP,Laboration,,"D3,I3,Ii3,MAT3,MED3,Y3,Yi3",,,,
2018-12-17,08:15,2018-12-17,10:00,TDDC76,"SU15/16,SU17/18",Projekt,,"FyN3,MAT3,MED3,Y3,Yi3",,,,
2018-12-17,10:15,2018-12-17,12:00,TSDT18,R44,Lektion,Felix Järemo-Lawin,"Y3.a,Y3.c",,,,
2018-12-17,15:15,2018-12-17,17:00,"TSDT18,TSDT84",ASGA,Laboration,,"D3,I3,Ii3,MAT3,MED3,Y3,Yi3",,,,
2018-12-18,08:15,2018-12-18,10:00,"TSDT18,TSDT84",ASGA,Laboration,,"D3,I3,Ii3,MAT3,MED3,Y3,Yi3",,,,
2018-12-18,10:15,2018-12-18,12:00,TDDC76,"SU15/16,SU17/18",Projekt,,"FyN3,MAT3,MED3,Y3,Yi3",,,,
2018-12-18,15:15,2018-12-18,17:00,"TSDT18,TSDT84",C2,Storseminarium,Lasse Alfredsson,"D3,I3,Ii3,MAT3,MED3,Y3,Yi3",,"Seminarium där föreläsaren svarar på inskickade frågor om teorimoment, räkneuppgifter m.m.",,
2018-12-18,17:15,2018-12-18,19:00,"TSDT18,TSDT84",SOUT,Laboration,,"D3,I3,Ii3,MAT3,MED3,Y3,Yi3",,,,
2018-12-19,08:15,2018-12-19,10:00,"TSDT18,TSDT84",ASGA,Laboration,,"D3,I3,Ii3,MAT3,MED3,Y3,Yi3",,,,
2018-12-19,10:15,2018-12-19,12:00,TFYA12,C3,Föreläsning,Peter Münger,"FyN2,Y3,Yi3",,,,
2018-12-19,15:15,2018-12-19,19:00,TDDC76,"SU12,SU13,SU14,SU15/16,SU17/18",Redovisning,"Frida Flodin,Lukas Pohlman,Oskar Holmström,William Stenberg","FyN3,MAT3,MED3,Y3,Yi3",,,,
2018-12-19,17:15,2018-12-19,19:00,"TSDT18,TSDT84",ASGA,Laboration,,"D3,I3,Ii3,MAT3,MED3,Y3,Yi3",,,,
2018-12-20,08:15,2018-12-20,10:00,"TSDT18,TSDT84",A2,Föreläsning,Lasse Alfredsson,"D3,I3,Ii3,MAT3,MED3,Y3,Yi3",,,,
2018-12-20,10:15,2018-12-20,12:00,"TSDT18,TSDT84",ASGA,Laboration,,"D3,I3,Ii3,MAT3,MED3,Y3,Yi3",,,,
2018-12-20,13:15,2018-12-20,15:00,TFYA12,P44,Lektion,Erik Johansson,"FyN2,Y3.a",,,,
2018-12-20,15:15,2018-12-20,17:00,TSDT18,R44,Lektion,Felix Järemo-Lawin,"Y3.a,Y3.c",,,,
2018-12-20,17:15,2018-12-20,19:00,"TSDT18,TSDT84",ASGA,Laboration,,"D3,I3,Ii3,MAT3,MED3,Y3,Yi3",,,,
2018-12-21,08:15,2018-12-21,10:00,"TSDT18,TSDT84",ASGA,Laboration,,"D3,I3,Ii3,MAT3,MED3,Y3,Yi3",,,,
2018-12-21,13:15,2018-12-21,15:00,"TSDT18,TSDT84",ASGA,Laboration,,"D3,I3,Ii3,MAT3,MED3,Y3,Yi3",,,,
2019-01-21,08:15,2019-01-21,10:00,TFYA75,E330*,Föreläsning,Per Sandström,"Y3,Yi3",,,,
2019-01-21,08:15,2019-01-21,10:00,TSEA56,A25,Föreläsning,Mattias Krysander,"I3,Y3,Yi3",,Introduktion,,
2019-01-21,10:15,2019-01-21,12:00,TFYA73,Extern lokal,Föreläsning,Mats Eriksson,"FyN2,Y3,Yi3",,"Lokal: Ada Lovelace, Hus B",,
2019-01-21,13:15,2019-01-21,15:00,TFYA75,BL34,Föreläsning,Per Eklund,"Y3,Yi3",,,,
2019-01-22,08:15,2019-01-22,10:00,TSRT12,C4,Föreläsning,Anders Hansson,"D3,MAT3,Y3,Yi3",,,,
2019-01-22,10:15,2019-01-22,12:00,"TFYA75,TSEA56",I101,Föreläsning,Erik Gustavsson,"I3,Y3,Yi3",,Etik 1,,
2019-01-22,15:15,2019-01-22,17:00,TFYA73,R43,Lektion,Mats Eriksson,"FyN2,Y3.a,Yi3",,,,
2019-01-23,08:15,2019-01-23,10:00,THEN18,P18,Lektion,Mikael Svensson,"D2,DPU1,EMM1,IT2,KB2,M1,MAT2,U2,Y3",,,,
2019-01-23,10:15,2019-01-23,12:00,TSRT12,VAL,Föreläsning,Anders Hansson,"D3,MAT3,Y3,Yi3",,,,
2019-01-23,13:15,2019-01-23,15:00,"TFYA75,TSEA56",Planck,Föreläsning,Erik Gustavsson,"I3,Y3,Yi3",,Etik 2,,
2019-01-23,15:15,2019-01-23,17:00,TFYA75,E330*,Föreläsning,"Johan Jönsson,Max Karlsson,Per Sandström","Y3,Yi3",,,,
2019-01-23,15:15,2019-01-23,17:00,TSEA56,A25,Föreläsning,Mattias Krysander,"Y3,Yi3",,Projektval,,
2019-01-24,08:15,2019-01-24,10:00,TFYA73,C2,Föreläsning,Mats Eriksson,"FyN2,Y3,Yi3",,,,
2019-01-24,10:15,2019-01-24,12:00,,S37,Studentförening,,Y3.a,,Kursutvärdering Y3a,"Y-sektionen, Teknisk Fysik och Elektroteknik",
2019-01-24,13:15,2019-01-24,15:00,TSRT12,A1,Föreläsning,Anders Hansson,"D3,MAT3,Y3,Yi3",,,,
2019-01-24,15:15,2019-01-24,17:00,TSRT12,P44,Lektion,Anders Hansson,"D3,MAT3,Y3,Yi3",Grupp C,,,
2019-01-24,15:15,2019-01-24,17:00,TSRT12,R43,Lektion,,"D3,MAT3,Y3,Yi3",Grupp D,,,
2019-01-24,15:15,2019-01-24,17:00,TSRT12,U14,Lektion,,"D3,MAT3,Y3,Yi3",Grupp A,,,
2019-01-24,15:15,2019-01-24,17:00,TSRT12,U15,Lektion,,"D3,MAT3,Y3,Yi3",Grupp B,,,
2019-01-25,08:15,2019-01-25,10:00,TSEA56,KEY1,Föreläsning,Mattias Krysander,"I3,Ii3,Y3,Yi3",,Kravföreläsning,,
2019-01-25,10:15,2019-01-25,12:00,TFYA75,E330*,Föreläsning,Per Sandström,"Y3,Yi3",,,,
2019-01-25,13:15,2019-01-25,15:00,THEN18,P22,Lektion,Mikael Svensson,"D2,DPU1,EMM1,IT2,KB2,M1,MAT2,U2,Y3",,,,
2019-01-28,08:15,2019-01-28,10:00,"TFYA75,TSEA56",I101,Föreläsning,Erik Gustavsson,"I3,Ii3,Y3,Yi3",,Etik 3,,
2019-01-28,10:15,2019-01-28,12:00,TFYA73,U7,Lektion,Mats Eriksson,"FyN2,Y3.a,Yi3",,,,
2019-01-29,08:15,2019-01-29,10:00,TSRT12,C4,Föreläsning,Anders Hansson,"D3,MAT3,Y3,Yi3",,,,
2019-01-29,10:15,2019-01-29,12:00,TFYA75,S10,Föreläsning,Per Sandström,"Y3,Yi3",,,,
2019-01-29,10:15,2019-01-29,12:00,TFYA75,,Föreläsning,Peter Steneteg,"Y3,Yi3",,"Lokal: Mott, IFM",,
2019-01-29,10:15,2019-01-29,12:00,TSEA56,P26*,Seminarium,Erik Gustavsson,"I3,Ii3,Y3,Yi3",,,,
2019-01-29,13:15,2019-01-29,15:00,TFYA73,I101,Föreläsning,Mats Eriksson,"FyN2,Y3,Yi3",,,,
2019-01-29,15:00,2019-01-29,19:00,,,Studentförening,,"MED1,MED2,MED3,Y1,Y2,Y3,Yi1,Yi2,Yi3",,,"Y-sektionen, Teknisk Fysik och Elektroteknik",
2019-01-29,17:15,2019-01-29,19:00,,C4,Information,"Anders Ekinge,Annika Holm,Karin Karltorp,Kia (christina) Ölvander,Tea Nygren,Torun Berlind,Åsa Olsson","D3,DI2,DPU3,EL2,EMM3,I2,IT3,Ii2,KB3,M3,MEC1,MI2,TB3,U3,Y3,Yi2",,Kick off för nominerade utbytesstudenter 2019/20,,
2019-01-30,08:15,2019-01-30,10:00,THEN18,P18,Lektion,Mikael Svensson,"D2,DPU1,EMM1,IT2,KB2,M1,MAT2,U2,Y3",,,,
2019-01-30,10:15,2019-01-30,12:00,TSRT12,U14,Lektion,,"D3,MAT3,Y3,Yi3",Grupp A,,,
2019-01-30,10:15,2019-01-30,12:00,TSRT12,U15,Lektion,,"D3,MAT3,Y3,Yi3",Grupp D,,,
2019-01-30,10:15,2019-01-30,12:00,TSRT12,U4,Lektion,,"D3,MAT3,Y3,Yi3",Grupp B,,,
2019-01-30,13:15,2019-01-30,15:00,TFYA75,E330*,Föreläsning,Olle Inganäs,"Y3,Yi3",,,,
2019-01-30,13:15,2019-01-30,15:00,TSEA56,P26*,Seminarium,,"I3,Ii3,Y3,Yi3",,Etikseminarium 1 - G2,,
2019-01-30,15:15,2019-01-30,17:00,TSEA56,P26*,Seminarium,Erik Gustavsson,"I3,Ii3,Y3,Yi3",,,,
2019-01-31,08:15,2019-01-31,10:00,TFYA73,U14,Lektion,Mats Eriksson,"FyN2,Y3.a,Yi3",,,,
2019-01-31,13:15,2019-01-31,15:00,TSRT12,C4,Föreläsning,Anders Hansson,"D3,MAT3,Y3,Yi3",,,,
2019-01-31,15:15,2019-01-31,17:00,TSRT12,ASGA,Lektion,,"D3,MAT3,Y3,Yi3",Grupp B,,,
2019-01-31,15:15,2019-01-31,17:00,TSRT12,OLYM,Lektion,,"D3,MAT3,Y3,Yi3",Grupp D,,,
2019-01-31,15:15,2019-01-31,17:00,TSRT12,SOUT,Lektion,,"D3,MAT3,Y3,Yi3",Grupp A,,,
2019-01-31,19:15,2019-01-31,21:00,TSRT12,RT1,Laboration,,"D3,MAT3,Y3,Yi3",,Lab 1,,
2019-02-01,08:15,2019-02-01,10:00,TSEA56,P26*,Seminarium,Erik Gustavsson,"I3,Ii3,Y3,Yi3",,inställd pga sjukdom,,
2019-02-01,10:15,2019-02-01,12:00,TSRT12,RT1,Laboration,,"D3,MAT3,Y3,Yi3",,Lab 1,,
2019-02-04,08:15,2019-02-04,10:00,TFYA75,E330*,Föreläsning,Per Eklund,"Y3,Yi3",,,,
2019-02-04,08:15,2019-02-04,10:00,TSEA56,P26*,Seminarium,Erik Gustavsson,"I3,Ii3,Y3,Yi3",,,,
2019-02-04,10:15,2019-02-04,12:00,TFYA73,BL32,Föreläsning,Mats Eriksson,"FyN2,Y3,Yi3",,,,
2019-02-04,13:15,2019-02-04,17:00,TFYA73,"B204,B303",Laboration,"Kalle Bunnfors,Mats Eriksson","FyN2,Y3,Yi3",,,,
2019-02-04,13:15,2019-02-04,15:00,TSEA56,P26*,Seminarium,Erik Gustavsson,"I3,Ii3,Y3,Yi3",,,,
2019-02-04,15:15,2019-02-04,17:00,THEN18,P30,Lektion,Mikael Svensson,"D2,DPU1,EMM1,IT2,KB2,M1,MAT2,U2,Y3",,,,
2019-02-04,15:15,2019-02-04,17:00,TSEA56,P26*,Seminarium,Erik Gustavsson,"I3,Ii3,Y3,Yi3",,,,
2019-02-04,17:15,2019-02-04,19:00,TSRT12,RT1,Laboration,,"D3,MAT3,Y3,Yi3",,Lab 1,,
2019-02-04,19:15,2019-02-04,21:00,TSRT12,RT1,Laboration,,"D3,MAT3,Y3,Yi3",,Lab 1,,
2019-02-05,08:15,2019-02-05,10:00,TSRT12,R43,Lektion,,"D3,MAT3,Y3,Yi3",Grupp D,,,
2019-02-05,08:15,2019-02-05,10:00,TSRT12,U11,Lektion,,"D3,MAT3,Y3,Yi3",Grupp B,,,
2019-02-05,08:15,2019-02-05,10:00,TSRT12,U14,Lektion,,"D3,MAT3,Y3,Yi3",Grupp A,,,
2019-02-05,10:15,2019-02-05,12:00,TFYA75,E330*,Föreläsning,Per Sandström,"Y3,Yi3",,,,
2019-02-05,10:15,2019-02-05,12:00,TSEA56,A35,Föreläsning,"Mattias Krysander,Mikael Rosell","I3,Ii3,Y3,Yi3",,Skrivuppgift,,
2019-02-05,13:15,2019-02-05,17:00,TFYA73,"B204,B303",Laboration,"Kalle Bunnfors,Mats Eriksson","FyN2,Y3,Yi3",,,,
2019-02-06,08:15,2019-02-06,10:00,THEN18,P30,Lektion,Mikael Svensson,"D2,DPU1,EMM1,IT2,KB2,M1,MAT2,U2,Y3",,,,
2019-02-06,10:15,2019-02-06,12:00,TSRT12,C2,Föreläsning,Anders Hansson,"D3,MAT3,Y3,Yi3",,,,
2019-02-06,13:15,2019-02-06,15:00,TFYA75,E330*,Föreläsning,Per Sandström,"Y3,Yi3",,,,
